,Unnamed: 0,Unnamed: 0.1,anime_id,name,genre,type,episodes,rating,Length,TweetCnt,NewRating
15,15,15,1,Cowboy Bebop,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",TV,26,8.82,short,2782.0,9.0982
16,16,16,30276,One Punch Man,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",TV,12,8.82,short,3972.0,9.2172
17,18,18,21939,Mushishi Zoku Shou,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,8.8,short,18.0,8.8018
18,3383,3383,31547,Ryouma 30 Seconds,Historical,TV,5,8.8,short,0.0,8.8
19,17,17,17074,Monogatari Series: Second Season,"Comedy, Mystery, Romance, Supernatural, Vampire",TV,26,8.8,short,9.0,8.8009
20,19,19,457,Mushishi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,26,8.78,short,226.0,8.8026
21,20,20,2001,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,27,8.78,normal,153.0,8.7953
22,21,21,245,Great Teacher Onizuka,"Comedy, Drama, School, Shounen, Slice of Life",TV,43,8.77,normal,107.0,8.7807
23,22,22,32983,Natsume Yuujinchou Go,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.76,short,3.0,8.7603
24,24,24,11665,Natsume Yuujinchou Shi,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.75,short,0.0,8.75
25,23,23,5258,Hajime no Ippo: New Challenger,"Comedy, Drama, Shounen, Sports",TV,26,8.75,short,4.0,8.7504
26,25,25,11741,Fate/Zero 2nd Season,"Action, Fantasy, Supernatural, Thriller",TV,12,8.73,short,3.0,8.7303
27,26,26,19,Monster,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",TV,74,8.72,normal,1688.0,8.8888
28,27,27,12365,Bakuman. 3rd Season,"Comedy, Drama, Romance, Shounen",TV,25,8.71,short,1.0,8.7101
29,28,28,1535,Death Note,"Mystery, Police, Psychological, Supernatural, Thriller",TV,37,8.71,normal,3091.0,9.0191
30,31,31,19647,Hajime no Ippo: Rising,"Comedy, Drama, Shounen, Sports",TV,25,8.68,short,4.0,8.6804
31,30,30,20583,Haikyuu!!,"Comedy, Drama, School, Shounen, Sports",TV,25,8.68,short,257.0,8.7057
32,29,29,30654,Ansatsu Kyoushitsu (TV) 2nd Season,"Action, Comedy, School, Shounen",TV,25,8.68,short,0.0,8.68
33,32,32,10379,Natsume Yuujinchou San,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.67,short,0.0,8.67
34,33,33,22135,Ping Pong The Animation,"Psychological, Seinen, Sports",TV,11,8.67,short,20.0,8.672
35,3513,3513,22219,Warera Salaryman Tou,"Comedy, Slice of Life",TV,26,8.67,short,0.0,8.67
36,34,34,31043,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural",TV,12,8.65,short,42.0,8.6542
37,35,35,7785,Yojouhan Shinwa Taikei,"Mystery, Psychological, Romance",TV,11,8.65,short,7.0,8.6507
38,39,39,5300,Zoku Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.64,short,0.0,8.64
39,37,37,6114,Rainbow: Nisha Rokubou no Shichinin,"Drama, Historical, Seinen, Thriller",TV,26,8.64,short,8.0,8.6408
40,38,38,31240,Re:Zero kara Hajimeru Isekai Seikatsu,"Drama, Fantasy, Psychological, Thriller",TV,25,8.64,short,74.0,8.6474
41,36,36,3297,Aria The Origination,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13,8.64,short,1.0,8.6401
42,40,40,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",TV,11,8.62,short,9.0,8.6209
43,41,41,24415,Kuroko no Basket 3rd Season,"Comedy, School, Shounen, Sports",TV,25,8.62,short,6.0,8.6206
44,42,42,28171,Shokugeki no Souma,"Ecchi, School, Shounen",TV,24,8.61,short,168.0,8.6268
45,43,43,32995,Yuri!!! on Ice,"Comedy, Sports",TV,12,8.61,short,6.0,8.6106
46,44,44,26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.6,short,7.0,8.6007
47,45,45,22535,Kiseijuu: Sei no Kakuritsu,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",TV,24,8.59,short,15.0,8.5915
48,47,47,12431,Uchuu Kyoudai,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",TV,99,8.59,normal,29.0,8.5929
49,46,46,28735,Shouwa Genroku Rakugo Shinjuu,"Drama, Historical, Josei",TV,13,8.59,short,15.0,8.5915
50,48,48,16894,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",TV,25,8.58,short,2.0,8.5802
51,49,49,5028,Major S5,"Comedy, Drama, Romance, Sports",TV,25,8.58,short,0.0,8.58
52,50,50,801,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",TV,26,8.57,short,0.0,8.57
53,51,51,31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,39,8.57,normal,27.0,8.5727
54,52,52,17389,Kingdom 2nd Season,"Action, Historical, Military, Seinen",TV,39,8.57,normal,0.0,8.57
55,53,53,170,Slam Dunk,"Comedy, Drama, School, Shounen, Sports",TV,101,8.56,long,1232.0,8.6832
56,54,54,10162,Usagi Drop,"Josei, Slice of Life",TV,11,8.56,short,48.0,8.5648
57,55,55,32182,Mob Psycho 100,"Action, Comedy, Slice of Life, Supernatural",TV,12,8.55,short,3098.0,8.8598
58,56,56,877,Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",TV,47,8.55,normal,778.0,8.6278
59,58,58,16498,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",TV,25,8.54,short,989.0,8.6389
60,57,57,2251,Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",TV,13,8.54,short,147.0,8.5547
61,60,60,5941,Cross Game,"Comedy, Drama, Romance, School, Sports",TV,50,8.53,normal,64.0,8.5364
62,61,61,13125,Shinsekai yori,"Drama, Horror, Mystery, Sci-Fi, Supernatural",TV,25,8.53,short,21.0,8.5321
63,59,59,10030,Bakuman. 2nd Season,"Comedy, Drama, Romance, Shounen",TV,25,8.53,short,11.0,8.5311
64,62,62,14397,Chihayafuru 2,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.52,short,15.0,8.5215
65,66,66,10165,Nichijou,"Comedy, School, Slice of Life",TV,26,8.52,short,447.0,8.5647
66,63,63,10087,Fate/Zero,"Action, Fantasy, Supernatural",TV,13,8.51,short,2634.0,8.7734
67,64,64,14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Shounen, Supernatural, Vampire",TV,26,8.51,short,17.0,8.5117
68,65,65,9756,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",TV,12,8.51,short,37.0,8.5137
69,3046,3046,33842,Fushigi no Yappo Shima: Pukipuki to Poi,Kids,TV,25,8.5,short,0.0,8.5
70,72,72,32282,Shokugeki no Souma: Ni no Sara,"Ecchi, School, Shounen",TV,13,8.5,short,7.0,8.5007
71,69,69,30230,Diamond no Ace: Second Season,"Comedy, School, Shounen, Sports",TV,51,8.5,normal,14.0,8.5014
72,71,71,205,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,8.5,short,750.0,8.575
73,70,70,18115,Magi: The Kingdom of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8.5,short,5.0,8.5005
74,67,67,13601,Psycho-Pass,"Action, Police, Psychological, Sci-Fi",TV,22,8.5,short,310.0,8.531
75,68,68,22789,Barakamon,"Comedy, Slice of Life",TV,12,8.5,short,267.0,8.5267
76,76,76,25835,Shirobako,"Comedy, Drama",TV,24,8.49,short,135.0,8.5035
77,74,74,7655,Major S6,"Comedy, Drama, Sports",TV,25,8.49,short,0.0,8.49
78,73,73,6594,Katanagatari,"Action, Adventure, Historical, Martial Arts, Romance",TV,12,8.49,short,107.0,8.5007
79,75,75,2246,Mononoke,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural",TV,12,8.49,short,1526.0,8.6426
80,77,77,2921,Ashita no Joe 2,"Drama, Sports",TV,47,8.48,normal,38.0,8.4838
81,78,78,136,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",TV,62,8.48,normal,1512.0,8.6312
82,79,79,30503,Noragami Aragoto,"Action, Adventure, Shounen, Supernatural",TV,13,8.48,short,41.0,8.4841
83,80,80,12531,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School",TV,12,8.48,short,53.0,8.4853
84,81,81,467,Ghost in the Shell: Stand Alone Complex,"Action, Mecha, Military, Police, Sci-Fi, Seinen",TV,26,8.47,short,68.0,8.4768
85,82,82,19815,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",TV,12,8.47,short,484.0,8.5184
86,83,83,2559,Romeo no Aoi Sora,"Adventure, Drama, Historical, Slice of Life",TV,33,8.47,normal,3.0,8.4703
87,84,84,392,Yuu☆Yuu☆Hakusho,"Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen",TV,112,8.47,long,31.0,8.4731
88,85,85,486,Kino no Tabi: The Beautiful World,"Action, Adventure, Slice of Life",TV,13,8.46,short,5.0,8.4605
89,86,86,11771,Kuroko no Basket,"Comedy, School, Shounen, Sports",TV,25,8.46,short,349.0,8.4949
90,87,87,1698,Nodame Cantabile,"Comedy, Drama, Josei, Music, Romance, Slice of Life",TV,23,8.46,short,95.0,8.4695
91,88,88,5341,Ookami to Koushinryou II,"Adventure, Fantasy, Historical, Romance",TV,12,8.46,short,1.0,8.4601
92,91,91,4224,Toradora!,"Comedy, Romance, School, Slice of Life",TV,25,8.45,short,152.0,8.4652
93,90,90,5420,Kemono no Souja Erin,"Drama, Fantasy",TV,50,8.45,normal,11.0,8.4511
94,89,89,28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Shounen, Supernatural",TV,13,8.45,short,1.0,8.4501
95,92,92,31181,Owarimonogatari,"Comedy, Mystery, Supernatural",TV,12,8.43,short,118.0,8.4418
96,3362,3362,15905,Qin Shiming Yue Zhi: Wanli Changcheng,"Action, Fantasy, Historical, Martial Arts",TV,37,8.43,normal,0.0,8.43
97,93,93,45,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Historical, Romance, Samurai",TV,94,8.43,normal,13.0,8.4313
98,94,94,22297,Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Magic, Shounen, Supernatural",TV,12,8.42,short,21.0,8.4221
99,95,95,627,Major S1,"Comedy, Drama, Shounen, Sports",TV,26,8.42,short,0.0,8.42
100,96,96,23755,Nanatsu no Taizai,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,24,8.42,short,719.0,8.4919
101,97,97,4081,Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.42,short,126.0,8.4326
102,98,98,1889,Higurashi no Naku Koro ni Kai,"Mystery, Psychological, Supernatural, Thriller",TV,24,8.41,short,13.0,8.4113
103,99,99,558,Major S2,"Comedy, Drama, Shounen, Sports",TV,26,8.41,short,0.0,8.41
104,100,100,5040,One Outs,"Psychological, Seinen, Sports",TV,25,8.41,short,62.0,8.4162
105,106,106,13759,Sakurasou no Pet na Kanojo,"Comedy, Drama, Romance, School, Slice of Life",TV,24,8.4,short,131.0,8.4131
106,105,105,338,Rose of Versailles,"Adventure, Drama, Historical, Romance, Shoujo",TV,40,8.4,normal,54.0,8.4054
107,103,103,1842,Major S3,"Drama, Shounen, Sports",TV,26,8.4,short,0.0,8.4
108,101,101,57,Beck,"Comedy, Drama, Music, Shounen, Slice of Life",TV,26,8.4,short,1106.0,8.5106
109,102,102,33,Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,25,8.4,short,1794.0,8.5794
110,104,104,1210,NHK ni Youkoso!,"Comedy, Drama, Psychological, Romance",TV,24,8.4,short,7.0,8.4007
111,108,108,5081,Bakemonogatari,"Mystery, Romance, Supernatural, Vampire",TV,15,8.39,short,494.0,8.4394
112,107,107,6547,Angel Beats!,"Action, Comedy, Drama, School, Supernatural",TV,13,8.39,short,3181.0,8.7081
113,109,109,32867,Bungou Stray Dogs 2nd Season,"Mystery, Seinen, Supernatural",TV,12,8.39,short,26.0,8.3926
114,110,110,853,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",TV,26,8.39,short,4.0,8.3904
115,113,113,329,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space",TV,26,8.38,short,72.0,8.3872
116,112,112,5690,Nodame Cantabile Finale,"Comedy, Josei, Music, Romance",TV,11,8.38,short,0.0,8.38
117,111,111,6746,Durarara!!,"Action, Mystery, Supernatural",TV,24,8.38,short,222.0,8.4022
118,114,114,1142,Hachimitsu to Clover II,"Drama, Josei, Romance",TV,12,8.37,short,1.0,8.3701
119,115,115,6811,InuYasha: Kanketsu-hen,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,26,8.37,short,0.0,8.37
120,116,116,1604,Katekyo Hitman Reborn!,"Action, Comedy, Shounen, Super Power",TV,203,8.37,long,305.0,8.4005
121,117,117,22145,Kuroshitsuji: Book of Circus,"Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,10,8.37,short,0.0,8.37
122,118,118,2966,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance",TV,13,8.37,short,6.0,8.3706
123,121,121,18195,Little Busters!: Refrain,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,13,8.36,short,1.0,8.3601
124,122,122,9863,SKET Dance,"Comedy, School, Shounen",TV,77,8.36,normal,22.0,8.3622
125,120,120,19363,Gin no Saji 2nd Season,"Comedy, School, Shounen, Slice of Life",TV,11,8.36,short,1.0,8.3601
126,119,119,31964,Boku no Hero Academia,"Action, Comedy, School, Shounen, Super Power",TV,13,8.36,short,756.0,8.4356
127,123,123,7674,Bakuman.,"Comedy, Romance, Shounen",TV,25,8.35,short,38.0,8.3538
128,125,125,3226,Major S4,"Comedy, Drama, Shounen, Sports",TV,26,8.35,short,0.0,8.35
129,124,124,11843,Danshi Koukousei no Nichijou,"Comedy, School, Shounen, Slice of Life",TV,12,8.35,short,36.0,8.3536
130,126,126,3091,xxxHOLiC Kei,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,13,8.34,short,1.0,8.3401
131,127,127,28223,Death Parade,"Drama, Game, Mystery, Psychological, Thriller",TV,12,8.33,short,377.0,8.3677
132,128,128,121,Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,51,8.33,normal,2141.0,8.5441
133,129,129,3002,Gyakkyou Burai Kaiji: Ultimate Survivor,"Game, Psychological, Seinen, Thriller",TV,26,8.33,short,6.0,8.3306
134,3140,3140,24041,Jarujio Animal,"Adventure, Comedy, Parody",TV,10,8.33,short,0.0,8.33
135,134,134,6,Trigun,"Action, Comedy, Sci-Fi",TV,26,8.32,short,850.0,8.405
136,133,133,30,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",TV,26,8.32,short,1484.0,8.4684
137,130,130,10800,Chihayafuru,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.32,short,329.0,8.3529
138,131,131,813,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,291,8.32,long,4544.0,8.7744
139,132,132,16067,Nagi no Asukara,"Drama, Fantasy, Romance",TV,26,8.32,short,55.0,8.3255
140,135,135,11123,Sekaiichi Hatsukoi 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.31,short,0.0,8.31
141,136,136,23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Comedy, Drama, Romance, School",TV,13,8.31,short,6.0,8.3106
142,138,138,1519,Black Lagoon: The Second Barrage,"Action, Seinen",TV,12,8.3,short,9.0,8.3009
143,137,137,962,Aria The Natural,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,26,8.3,short,1.0,8.3001
144,140,140,16706,Kami nomi zo Shiru Sekai: Megami-hen,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,8.3,short,0.0,8.3
145,139,139,2167,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,23,8.3,short,763.0,8.3763
146,142,142,22507,Initial D Final Stage,"Cars, Seinen, Sports",TV,4,8.29,short,2.0,8.2902
147,141,141,10271,Gyakkyou Burai Kaiji: Hakairoku-hen,"Game, Psychological, Seinen, Thriller",TV,26,8.29,short,5.0,8.2905
148,143,143,3701,Kaiba,"Adventure, Mystery, Romance, Sci-Fi",TV,12,8.29,short,1485.0,8.4385
149,144,144,33255,Saiki Kusuo no Ψ-nan (TV),"Comedy, School, Shounen, Supernatural",TV,120,8.29,long,0.0,8.29
150,147,147,24277,Yowamushi Pedal: Grande Road,"Comedy, Drama, Shounen, Sports",TV,24,8.28,short,1.0,8.2801
151,146,146,4722,Skip Beat!,"Comedy, Drama, Romance, Shoujo",TV,25,8.28,short,40.0,8.284
152,145,145,25681,Kamisama Hajimemashita◎,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,12,8.28,short,1.0,8.2801
153,149,149,4477,Nodame Cantabile: Paris-hen,"Comedy, Josei, Music, Romance, Slice of Life",TV,11,8.27,short,0.0,8.27
154,148,148,239,Gankutsuou,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,8.27,short,65.0,8.2765
155,150,150,31174,Osomatsu-san,"Comedy, Parody",TV,25,8.27,short,208.0,8.2908
156,151,151,23327,Space☆Dandy 2nd Season,"Comedy, Sci-Fi, Space",TV,13,8.27,short,0.0,8.27
157,160,160,23623,Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life",TV,12,8.26,short,2.0,8.2602
158,152,152,7054,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",TV,26,8.26,short,157.0,8.2757
159,153,153,23283,Zankyou no Terror,"Psychological, Thriller",TV,11,8.26,short,79.0,8.2679
160,156,156,22043,Fairy Tail (2014),"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,102,8.25,long,2.0,8.2502
161,158,158,20899,JoJo no Kimyou na Bouken: Stardust Crusaders,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.25,short,14.0,8.2514
162,159,159,1453,Maison Ikkoku,"Comedy, Drama, Romance, Slice of Life",TV,96,8.25,normal,78.0,8.2578
163,161,161,1559,Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Martial Arts, School, Shounen",TV,50,8.25,normal,5.0,8.2505
164,154,154,2025,Darker than Black: Kuro no Keiyakusha,"Action, Mystery, Sci-Fi, Super Power",TV,25,8.25,short,0.0,8.25
165,3453,3453,29485,Talpy,"Fantasy, Kids",TV,12,8.25,short,0.0,8.25
166,157,157,31988,Hibike! Euphonium 2,"Drama, Music, School",TV,13,8.25,short,3.0,8.2503
167,155,155,18689,Diamond no Ace,"Comedy, School, Shounen, Sports",TV,75,8.25,normal,173.0,8.2673
168,170,170,1827,Seirei no Moribito,"Action, Adventure, Fantasy, Historical",TV,26,8.24,short,25.0,8.2425
169,167,167,14513,Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8.24,short,27.0,8.2427
170,169,169,30015,ReLIFE,"Romance, School, Slice of Life",TV,13,8.24,short,1121.0,8.3521
171,168,168,2581,Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8.24,short,59.0,8.2459
172,166,166,8129,Kuragehime,"Comedy, Josei, Slice of Life",TV,11,8.24,short,46.0,8.2446
173,165,165,12031,Kingdom,"Action, Historical, Military, Seinen",TV,38,8.24,normal,3881.0,8.6281
174,164,164,4814,Junjou Romantica 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.24,short,1.0,8.2401
175,162,162,23289,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School",TV,12,8.24,short,90.0,8.249
176,163,163,18,Initial D Fourth Stage,"Action, Cars, Drama, Seinen, Sports",TV,24,8.24,short,14.0,8.2414
177,178,178,721,Princess Tutu,"Comedy, Fantasy, Magic, Romance",TV,38,8.23,normal,185.0,8.2485
178,177,177,2034,Lovely★Complex,"Comedy, Romance, Shoujo",TV,24,8.23,short,5.0,8.2305
179,173,173,1974,Glass no Kamen (2005),"Drama, Shoujo",TV,51,8.23,normal,0.0,8.23
180,171,171,25013,Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",TV,24,8.23,short,256.0,8.2556
181,172,172,27833,Durarara!!x2 Ketsu,"Action, Mystery, Supernatural",TV,12,8.23,short,5.0,8.2305
182,174,174,8425,Gosick,"Drama, Historical, Mystery, Romance",TV,24,8.23,short,89.0,8.2389
183,175,175,185,Initial D First Stage,"Action, Cars, Drama, Seinen, Sports",TV,26,8.23,short,33.0,8.2333
184,176,176,18679,Kill la Kill,"Action, Comedy, School, Super Power",TV,24,8.23,short,1311.0,8.3611
185,180,180,6702,Fairy Tail,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,175,8.22,long,2455.0,8.4655
186,3518,3518,19839,Wei Qi Shao Nian 2,"Game, Historical",TV,26,8.22,short,0.0,8.22
187,179,179,2402,Ashita no Joe,"Drama, Sports",TV,79,8.22,normal,181.0,8.2381
188,181,181,31741,Magi: Sinbad no Bouken (TV),"Action, Adventure, Fantasy, Magic, Shounen",TV,13,8.22,short,0.0,8.22
189,182,182,440,Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",TV,39,8.22,normal,19.0,8.2219
190,183,183,72,Full Metal Panic? Fumoffu,"Action, Comedy, School",TV,12,8.21,short,3.0,8.2103
191,184,184,3927,Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8.21,short,1.0,8.2101
192,185,185,11597,Nisemonogatari,"Comedy, Mystery, Supernatural",TV,11,8.21,short,67.0,8.2167
193,186,186,28025,Tsukimonogatari,"Comedy, Mystery, Supernatural",TV,4,8.21,short,25.0,8.2125
194,188,188,27663,Baby Steps 2nd Season,"Romance, School, Shounen, Sports",TV,25,8.2,short,1.0,8.2001
195,189,189,1482,D.Gray-man,"Action, Adventure, Comedy, Shounen",TV,103,8.2,long,1005.0,8.3005
196,192,192,1914,Saiunkoku Monogatari 2nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39,8.2,normal,0.0,8.2
197,187,187,24833,Ansatsu Kyoushitsu (TV),"Action, Comedy, School, Shounen",TV,22,8.2,short,0.0,8.2
198,191,191,7720,Ookiku Furikabutte: Natsu no Taikai-hen,"Comedy, Sports",TV,13,8.2,short,0.0,8.2
199,190,190,33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"Action, Drama, Mecha, Sci-Fi, Space",TV,25,8.2,short,25.0,8.2025
200,197,197,6211,Tokyo Magnitude 8.0,Drama,TV,11,8.19,short,27.0,8.1927
201,195,195,135,Hikaru no Go,"Comedy, Game, Shounen, Supernatural",TV,75,8.19,normal,53.0,8.1953
202,194,194,237,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,8.19,normal,196.0,8.2096
203,193,193,2164,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,26,8.19,short,40.0,8.194
204,196,196,6045,Kimi ni Todoke,"Romance, School, Shoujo, Slice of Life",TV,25,8.19,short,187.0,8.2087
205,201,201,16,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",TV,24,8.18,short,7.0,8.1807
206,198,198,232,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,70,8.18,normal,465.0,8.2265
207,199,199,4789,ef: A Tale of Melodies.,"Drama, Mystery, Romance, Supernatural",TV,12,8.18,short,1.0,8.1801
208,200,200,16918,Gin no Saji,"Comedy, School, Shounen, Slice of Life",TV,11,8.18,short,20.0,8.182
209,202,202,1486,Kodomo no Omocha (TV),"Comedy, Drama, Romance, Shoujo",TV,102,8.18,long,0.0,8.18
210,203,203,25879,Working!!!,"Comedy, Romance, Slice of Life",TV,13,8.18,short,0.0,8.18
211,206,206,12189,Hyouka,"Mystery, School, Slice of Life",TV,22,8.17,short,578.0,8.2278
212,207,207,1530,Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",TV,24,8.17,short,8.0,8.1708
213,205,205,934,Higurashi no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,26,8.17,short,77.0,8.1777
214,204,204,889,Black Lagoon,"Action, Seinen",TV,12,8.17,short,988.0,8.2688
215,210,210,14075,Zetsuen no Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,24,8.17,short,101.0,8.1801
216,209,209,20507,Noragami,"Action, Adventure, Shounen, Supernatural",TV,12,8.17,short,1451.0,8.3151
217,208,208,9656,Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",TV,12,8.17,short,0.0,8.17
218,215,215,302,Mirai Shounen Conan,"Adventure, Drama, Sci-Fi",TV,26,8.16,short,1.0,8.1601
